user_id,article_id
1,3022428
1,3022481
1,3022679
1,3026104
1,3023843
1,3022679
1,3024394
1,3022572
1,3026050
1,3023843
1,3024014
1,3024112
1,3022431
1,3022541
1,3025656
1,3022265
1,3024925
2,3022552
2,3025277
2,3025455
2,3022431
2,3025244
2,3025244
2,3022265
2,3022866
2,3025455
2,3025824
2,3025563
2,3026104
2,3025287
2,3024221
2,3022479
2,3022552
2,3022846
2,3025824
2,3024412
2,3023670
2,3024604
3,3025253
3,3023670
3,3025275
3,3025824
3,3025241
3,3024221
3,3025455
3,3022265
3,3024970
4,3023670
4,3024112
4,3025563
4,3025875
4,3025241
4,3022265
4,3024956
4,3022541
4,3022906
4,3025656
4,3022607
4,3022572
4,3025362
4,3026087
4,3023074
4,3025186
4,3023150
4,3023279
6,3022860
6,3022707
6,3025287
6,3024014
6,3023668
6,3025253
6,3025244
6,3022906
6,3025275
6,3022607
6,3023034
6,3023393
6,3024956
6,3024911
6,3025287
6,3026050
6,3023495
6,3025201
6,3024821
6,3025277
6,3025244
6,3025981
6,3025092
7,3024618
7,3024821
7,3024427
7,3022815
7,3023668
7,3026104
7,3024427
7,3023074
7,3024911
7,3025253
7,3022431
7,3023150
7,3022607
9,3025981
9,3022916
9,3025875
9,3025563
9,3022919
9,3023391
9,3024604
9,3025112
9,3025201
9,3025241
10,3023670
10,3023393
10,3025824
10,3025310
10,3024618
10,3024925
10,3022679
10,3023393
10,3024298
10,3022684
10,3023150
10,3025563
11,3022552
11,3022479
11,3025186
11,3024888
11,3022716
11,3022716
11,3023393
11,3025497
12,3024014
12,3025819
13,3024956
13,3026087
13,3024236
13,3025432
13,3026069
13,3025199
13,3026154
13,3026104
13,3022648
13,3026069
13,3025074
14,3025241
14,3025875
14,3025362
14,3026087
14,3022866
14,3024221
14,3025981
14,3023074
14,3024618
14,3025213
14,3024618
14,3025243
14,3025241
15,3026154
15,3025074
15,3022265
15,3025253
15,3025824
15,3022679
15,3025921
15,3026050
16,3022846
16,3022684
16,3025201
16,3022627
16,3025783
16,3025455
16,3022572
16,3022428
16,3023593
16,3024821
17,3024970
17,3025824
17,3022684
17,3025074
17,3023670
17,3024236
17,3022860
17,3023150
18,3022481
18,3024429
18,3025243
19,3025432
19,3025563
19,3023393
19,3025432
19,3025656
20,3025275
20,3025875
20,3022906
21,3025783
21,3022846
21,3025253
21,3022718
21,3023034
21,3024956
21,3022846
21,3022718
21,3022916
21,3025857
21,3025869
21,3025112
21,3023034
21,3025493
21,3025562
22,3023668
22,3023634
22,3025213
22,3025186
22,3025243
22,3022906
22,3025112
22,3026050
22,3026087
22,3023495
22,3022866
22,3023150
22,3025563
22,3022428
22,3023668
22,3023495
22,3023668
22,3025493
23,3026087
23,3025138
23,3023074
23,3025241
23,3024888
23,3025656
23,3023495
23,3024298
23,3026069
23,3024888
23,3023843
23,3023498
23,3025327
23,3024821
24,3025138
24,3025074
25,3024236
25,3026104
25,3022479
25,3024971
25,3025277
25,3022866
25,3024621
25,3025563
25,3024112
25,3026069
25,3023034
25,3025199
25,3023495
25,3024970
25,3024429
25,3026154
25,3026104
25,3025244
25,3024429
25,3025138
25,3025869
25,3024298
25,3024618
26,3025939
26,3026050
26,3024112
26,3023495
26,3023393
26,3025362
26,3023016
26,3023843
26,3022846
26,3025875
26,3022479
26,3024221
26,3025310
26,3022479
26,3022431
26,3025562
26,3025824
26,3022428
27,3025186
27,3022718
28,3022846
28,3024888
28,3023670
28,3024236
28,3024956
28,3025243
29,3024821
29,3024236
29,3023908
29,3023150
29,3024888
29,3025275
29,3022679
29,3024298
29,3024429
29,3022428
29,3023279
29,3022514
29,3024971
29,3025939
29,3025138
29,3024236
30,3026154
31,3023279
31,3026050
31,3025186
31,3022775
31,3022866
31,3022679
31,3025327
31,3025275
31,3025074
31,3022607
31,3025310
31,3024112
31,3023279
31,3023495
31,3022541
31,3025432
31,3024429
31,3023634
31,3023908
31,3024394
31,3025921
31,3022679
31,3025831
31,3022775
31,3025875
32,3022607
32,3022916
32,3022916
32,3025432
32,3025875
32,3025287
32,3022679
32,3026087
32,3023016
32,3023593
32,3022541
32,3024427
32,3022514
33,3025869
33,3025857
33,3022572
33,3026154
33,3025783
33,3024429
33,3025244
33,3022919
33,3026104
33,3026069
33,3022679
34,3023495
34,3023843
34,3026050
34,3023843
34,3023391
34,3024621
